"","gene_ID","CSDE1_vs_IgG_log2FoldChange","CSDE1_vs_IgG_pvalue","CSDE1_vs_IgG_padj","CSDE1_vs_Capture_log2FoldChange","CSDE1_vs_Capture_pvalue","CSDE1_vs_Capture_padj","GENE_NAME"
"36","ENSMUSG00000000275.16",0.479368091239769,0.17541386372648,0.27449312418556,0.605917600708704,0.0800406184234429,0.149786098094993,"Trim25"
"37","ENSMUSG00000000276.11",0.51563567943699,0.00461844002197102,0.0130636078510682,0.856364931570661,2.11130837980272e-06,1.33050894529197e-05,"Dgke"
"38","ENSMUSG00000000278.10",0.619519070303448,0.0344083689135743,0.0728965929647109,0.117475429671697,0.677137503246363,0.765212964462602,"Scpep1"
"39","ENSMUSG00000000282.12",1.13636001825683,1.1129514514506e-11,1.48490727860207e-10,1.42107997432997,4.06023828667259e-18,1.33630679122589e-16,"Mnt"
"40","ENSMUSG00000000290.13",1.6085292255433,0.0760912583462088,0.140558741233646,1.9641245938788,0.0240075439857937,0.0557096577655152,"Itgb2"
"41","ENSMUSG00000000295.13",0.136277746627917,0.796085155550732,0.860105698800247,-1.20345994895588,0.0184700278589866,0.0448466954584029,"Hddc2"
"42","ENSMUSG00000000296.8",-0.46694705584098,0.742151735365786,0.818993836547411,-0.753356969284516,0.591636750757248,0.694419709329131,"Tpd52l1"
"43","ENSMUSG00000000301.16",0.917345866605534,0.310407635135221,0.42765615266037,0.711231338963717,0.412882804825571,0.535174119922391,"Pemt"
"44","ENSMUSG00000000303.12",-1.2592827765936,0.0809823333696593,0.14779175065531,0.341699013687468,0.634193057792839,0.730461619468354,"Cdh1"
"45","ENSMUSG00000000305.12",1.43767004658187,0.0303218168353517,0.0655340186542877,1.86266402977777,0.00498049183653721,0.0146505738683248,"Cdh4"
"46","ENSMUSG00000000308.14",-0.201755070738319,0.496196095579104,0.610692636734215,0.422114724441333,0.145938498688313,0.241631553283431,"Ckmt1"
"47","ENSMUSG00000000317.11",-0.251148640073558,0.291158177167551,0.407568089785854,-0.684005567413274,0.00224815903702541,0.00726993322750924,"Bcl6b"
