"","gene_ID","CSDE1_vs_IgG_log2FoldChange","CSDE1_vs_IgG_pvalue","CSDE1_vs_IgG_padj","CSDE1_vs_Capture_log2FoldChange","CSDE1_vs_Capture_pvalue","CSDE1_vs_Capture_padj","GENE_NAME"
"2423","ENSMUSG00000020782.18",2.07133530542647,0.0194210064741115,0.0450836888291011,1.63462615171657,0.0519882484582834,0.105894285637472,"Llgl2"
"2424","ENSMUSG00000020783.14",-1.28460005635158,5.79094554274388e-19,1.88226265407058e-17,-0.903180520934874,1.74481941073248e-10,2.16996031444511e-09,"Ncbp3"
"2425","ENSMUSG00000020785.17",0.968016451447795,5.75386793682718e-05,0.000264162051134274,0.902050134952641,0.000122594543666447,0.000544297208644542,"Camkk1"
"2426","ENSMUSG00000020787.14",-0.0926532015855069,0.951046601693862,0.970651575883387,-0.0622824841221506,0.966373345576525,0.978111537715816,"P2rx1"
"2427","ENSMUSG00000020788.15",0.536224984929835,0.107940708620432,0.186923207106533,2.24639302085205,4.2792704999594e-12,6.68777381118974e-11,"Atp2a3"
"2428","ENSMUSG00000020790.14",0.76436387525744,3.54774951686743e-06,2.06467759184805e-05,0.624536370290526,0.000122207508657315,0.000542841785487255,"Ankfy1"
"2429","ENSMUSG00000020792.15",1.57878942813392,2.64211219625365e-06,1.58078331533035e-05,0.870063525211045,0.00926443661826252,0.0250273581028571,"Exoc7"
"2430","ENSMUSG00000020793.5",-0.0135254048869615,0.980670979580377,0.989468897444409,0.414230424872608,0.444638657451825,0.565186234115023,"Galr2"
"2431","ENSMUSG00000020794.13",0.0170207322762367,0.917031433565518,0.946807916439985,-0.292565728214583,0.0616801321780681,0.121522258112984,"Ube2g1"
"2432","ENSMUSG00000020798.14",-2.87114240120964,0.00748016252482769,0.0198976776398549,-2.26269587337829,0.0309428981107232,0.0688070364102107,"Spns3"
"2433","ENSMUSG00000020799.16",1.06211776951933,0.0707325304924434,0.132407714590776,0.711209821577811,0.187203732760389,0.294046682286303,"Tekt1"
"2434","ENSMUSG00000020801.8",-0.885002898780101,0.0138466267404833,0.033916347614229,-1.55116799137358,7.14384793267533e-06,4.08997564965035e-05,"Med31"
"2435","ENSMUSG00000020802.8",1.24952250027701,3.34747289521533e-11,4.25560839910454e-10,1.31479007705873,2.02814420334114e-12,3.35249582239853e-11,"Ube2o"
"2436","ENSMUSG00000020803.3",0.571168613720091,0.353549369454167,0.472051496054901,-0.962985653350079,0.11020287281049,0.193729192944537,"Txndc17"
"2437","ENSMUSG00000020804.12",-2.40326945147621,0.137695661783713,0.226632866925751,-2.80809076764718,0.0737299729392152,0.140471613377852,"Aanat"
"2438","ENSMUSG00000020805.14",0.396922442430782,0.670347314364982,0.761482647598144,-0.0152438662918313,0.986750751487453,0.991130062805764,"Slc13a5"
"2439","ENSMUSG00000020806.15",0.425068764565192,0.446423563088442,0.562695046654107,0.976683893604192,0.0723589831825631,0.138323365776054,"Rhbdf2"
"2440","ENSMUSG00000020807.14",-0.978333463977415,2.30558145829986e-06,1.39583617217811e-05,-0.877186528673916,1.75153589963026e-05,9.25602655290343e-05,"4933427D14Rik"
"2441","ENSMUSG00000020808.3",0.331300654569045,0.554481929348504,0.663193236042068,-0.382032268697545,0.485817349629182,0.603551345446067,"Pimreg"
"2442","ENSMUSG00000020810.5",0.120968666899389,0.770607616385311,0.841109487389073,0.461680917826821,0.260348374138241,0.379068560711994,"Cygb"
"2443","ENSMUSG00000020811.16",1.38868426140662,1.06618638565116e-19,3.76595931055048e-18,1.92461679251354,2.21082021346942e-37,3.85988153841156e-35,"Wscd1"
"2444","ENSMUSG00000020814.13",0.257267746899478,0.457115276868911,0.572901979596696,0.667232466835262,0.0470359317848808,0.0974308137266028,"Mxra7"
"2445","ENSMUSG00000020817.16",-0.678785726859679,0.0246828903968557,0.0551678550055058,-0.256920211637442,0.393732635753856,0.515601591445081,"Rabep1"
"2446","ENSMUSG00000020818.16",-1.26070369590008,1.72477127882946e-05,8.82592452135683e-05,0.226321952867948,0.437832019203429,0.559373157636622,"Mfsd11"
"2447","ENSMUSG00000020821.17",0.53482362343447,9.97301349804582e-06,5.36616622970872e-05,0.994707383778913,4.39308853807674e-17,1.28854558528036e-15,"Kif1c"
"2448","ENSMUSG00000020823.16",1.21774949419767,1.73096726779477e-18,5.38745194451847e-17,1.07769132166255,3.26081819128231e-15,7.67359680135909e-14,"Sec14l1"
"2449","ENSMUSG00000020826.8",2.44641833084823,0.0217818381118344,0.0496092255269162,1.34139838625701,0.171252549424488,0.274159613662537,"Nos2"
"2450","ENSMUSG00000020827.18",-0.0151871472833728,0.929894893414062,0.956344077759696,0.100145174500656,0.552504175210836,0.660827724927582,"Mink1"
"2451","ENSMUSG00000020828.13",-1.24604895309483,0.00456679047608537,0.0129356328796624,-0.0636300222047291,0.883342103019584,0.919976561331384,"Pld2"
"2452","ENSMUSG00000020829.9",0.482327519016168,0.00077895550439653,0.00273245547389919,1.16038966221251,2.23759322125495e-17,6.72451785771241e-16,"Slc46a1"
"2453","ENSMUSG00000020831.18",0.560586227927592,0.0123812744086965,0.0307510530362042,-0.10008969899074,0.63859568854284,0.734196168530089,"0610010K14Rik"
"2454","ENSMUSG00000020832.14",-1.0071697081918,3.90749750889118e-05,0.000185239835358141,-0.0508164527611848,0.831324503675889,0.882190495015131,"Eral1"
"2455","ENSMUSG00000020834.17",-0.256871506755588,0.0940901054234828,0.167234808282265,0.793492130963305,1.0677315979476e-07,8.38990812412146e-07,"Dhrs13"
"2456","ENSMUSG00000020836.15",-1.60206831543584,0.0536469999939191,0.106101715814923,-0.320883799981264,0.696609009067695,0.780132267805347,"Coro6"
"2457","ENSMUSG00000020838.12",1.09094973439026,0.244225108551163,0.355808208691085,0.379149509743989,0.679053068045548,0.766527145530233,"Slc6a4"
"2458","ENSMUSG00000020840.10",-0.0351773203721167,0.837053308811484,0.891987517126788,0.237456204593993,0.155619426960469,0.254329618885559,"Blmh"
"2459","ENSMUSG00000020841.5",0.950838775701217,4.74741374078087e-08,3.80041872034912e-07,0.531059210412909,0.00198361355615414,0.00652028038576612,"Cpd"
"2460","ENSMUSG00000020843.15",0.078113575316363,0.771322338603404,0.841509320435494,0.554799692874157,0.0363403167555744,0.0787831937988634,"Timm22"
"2461","ENSMUSG00000020844.6",0.665092603806109,0.0105092946894543,0.0267392630460896,0.920212972544358,0.000278464612443154,0.00113743611303652,"Nxn"
"2462","ENSMUSG00000020846.6",0.408091832370929,0.0928606719648118,0.16541525202658,0.47802639083752,0.0396833218958065,0.0846294389243748,"Rflnb"
"2463","ENSMUSG00000020847.15",1.55127940725553,0.171789123260152,0.270228094011079,-0.0397412124175376,0.968535920608206,0.979489187211874,"Rph3al"
"2464","ENSMUSG00000020848.7",1.41173324433162,6.1837155021826e-05,0.000282130096032881,0.829283837344421,0.0164345678358117,0.0405871611971037,"Doc2b"
"2465","ENSMUSG00000020849.13",0.164379438278329,0.33217680159788,0.449938312907665,-0.419155042476681,0.0129685823946478,0.0333232706254619,"Ywhae"
"2466","ENSMUSG00000020850.14",2.57051036308479,6.91784028538896e-40,2.18651462261639e-37,2.06981171962582,5.00909491659192e-27,3.84212251091895e-25,"Prpf8"
"2467","ENSMUSG00000020857.11",1.59677996043925,0.000887840036746266,0.00306802706006269,-0.325604278173172,0.495177889811021,0.611574552045788,"Nme2"
"2468","ENSMUSG00000020859.16",0.143828444247153,0.440054625405208,0.556580750167537,0.0681662118748034,0.713270768485105,0.792481817173717,"Spag9"
"2469","ENSMUSG00000020863.15",-1.22375310554557,5.53723534550698e-07,3.7319337630086e-06,-1.58562271480556,5.69851378355125e-11,7.63634171637876e-10,"Luc7l3"
"2470","ENSMUSG00000020864.13",-0.247645608213783,0.35323395747317,0.471699075495204,0.193671137944076,0.463356919207345,0.582058593330036,"Ankrd40"
"2471","ENSMUSG00000020865.16",-1.11344613505771,0.437858504425191,0.554453415978629,1.59996110256003,0.263861224737388,0.382894322163049,"Abcc3"
"2472","ENSMUSG00000020866.17",0.487351304117418,0.113613405467413,0.194741556711419,1.0649743456671,0.000536314588250059,0.00204699542615034,"Cacna1g"
"2473","ENSMUSG00000020868.15",0.577137401207392,0.0194588029791747,0.0451542754701558,1.0205806022079,2.44994497445358e-05,0.000125840266942233,"Xylt2"
"2474","ENSMUSG00000020869.8",1.12076694060814,1.76789632153142e-06,1.09601201779892e-05,0.939548479530395,5.00181598836249e-05,0.000241234650614736,"Lrrc59"
"2475","ENSMUSG00000020872.4",-0.287938672440542,0.856689592324325,0.90575860964094,-1.31150567541937,0.38470853923361,0.50662018618364,"Tac4"
"2476","ENSMUSG00000020873.15",0.88120791824304,0.000307225226529582,0.00119196885772281,-0.182573340774727,0.444562048199031,0.565128040190322,"Slc35b1"
"2477","ENSMUSG00000020876.14",-0.695286782119239,0.0192788210923783,0.0448331026595812,0.0962907000160468,0.744644870206287,0.816388359585052,"Snx11"
"2478","ENSMUSG00000020877.11",0.682372716070817,0.459179980409637,0.575135788526201,1.17436531667566,0.198240580941217,0.307717724793768,"Scrn2"
"2479","ENSMUSG00000020878.6",-0.226519706252436,0.87304865844974,0.916651088585374,-0.502390556002142,0.713857532246965,0.793069285567624,"Lrrc46"
"2480","ENSMUSG00000020882.17",0.0325015331687897,0.856979772094868,0.905954280724475,0.351651018718266,0.048500839752023,0.0998223188878506,"Cacnb1"
"2481","ENSMUSG00000020883.18",0.648897575564269,0.000222131542319013,0.000893007770568452,0.522687570879529,0.00264624251198471,0.0084191110256341,"Fbxl20"
"2482","ENSMUSG00000020886.17",0.161277376941333,0.426299537105229,0.543722473680725,0.222067266274667,0.271737184554798,0.391627747134019,"Dlg4"
"2483","ENSMUSG00000020888.16",0.259096074280365,0.408680969460673,0.526392013375844,-0.480722508232042,0.119239100796649,0.205866565813163,"Dvl2"
"2484","ENSMUSG00000020889.11",-0.247880264619089,0.328560986376821,0.446229077681178,-0.710814803039709,0.00332299059516283,0.0102900445254265,"Nr1d1"
"2485","ENSMUSG00000020890.11",1.49767208840991,0.0681069097167925,0.128344558894762,-0.335810710874926,0.647331104683257,0.74112377036307,"Gucy2e"
"2486","ENSMUSG00000020891.11",-2.77255689715988,1.43213543390713e-07,1.05947969226737e-06,-1.46467245591848,0.00496722010716866,0.014613878832389,"Alox8"
"2487","ENSMUSG00000020892.10",-1.0681513006209,0.122148192542703,0.206426778992345,-0.410726253436878,0.543144220147639,0.652912776639116,"Aloxe3"
"2488","ENSMUSG00000020893.17",1.1745216051876,2.3845009391059e-05,0.000118174293635278,0.835583618778531,0.00202975228915577,0.00665166588573536,"Per1"
"2489","ENSMUSG00000020894.16",0.299102627652372,0.0549074254121087,0.108104706546534,-0.0975574748989261,0.525660882841312,0.638130938629689,"Vamp2"
"2490","ENSMUSG00000020895.14",-0.837021871516848,0.0293713587373579,0.0637957047835597,-0.403674919711923,0.277597039805409,0.397944083024144,"Tmem107"
"2491","ENSMUSG00000020897.12",-0.740311837447605,0.295338700191892,0.411659751514428,0.306783610551454,0.661260654240102,0.752326091573857,"Aurkb"
"2492","ENSMUSG00000020898.18",-0.0228878755037621,0.941279522907185,0.964643124660919,1.19771241041949,0.000107499123068885,0.000483126728143859,"Ctc1"
"2493","ENSMUSG00000020899.16",0.0332424590076841,0.904182694708839,0.937729770076207,0.995773131732869,0.000292410839545334,0.00118910281955303,"Pfas"
"2494","ENSMUSG00000020900.15",1.67749671952608,3.20186130771814e-22,1.52855524721586e-20,0.91620483150581,9.39394769552327e-08,7.47114313033981e-07,"Myh10"
"2495","ENSMUSG00000020901.13",1.32986328859109,0.0651801794995089,0.123834910414032,0.592539180933311,0.371752790611067,0.494340066551725,"Pik3r5"
"2496","ENSMUSG00000020902.12",1.32014481646033,5.26174787905527e-14,9.52204956750653e-13,2.08935805329092,1.37072436079715e-33,1.78213609802364e-31,"Ntn1"
"2497","ENSMUSG00000020903.13",-0.0990233369808767,0.831050678228029,0.887396378918699,0.0717433623406801,0.87579653825457,0.914768511155078,"Stx8"
"2498","ENSMUSG00000020904.11",-0.378607741535649,0.724217670443455,0.804920355153261,0.20042726751887,0.847181420562822,0.894152213815283,"Cfap52"
"2499","ENSMUSG00000020905.11",0.647013373361185,0.00302643388678808,0.00906990126084668,0.576967224318517,0.00643122055272299,0.0182672929300142,"Usp43"
